	Unnamed: 0	danceability	energy	loudness	speechiness	acousticness	instrumentalness	liveness	valence	tempo	duration_ms	time_signature	track_name	artist	genre	A	Ab	Bb	C	C#	D	E	Eb	F	F#	G	major
0	0	0.455	0.9	-5.029	0.393	0.272	0.0	0.0945	0.188	150.14	70531	4	Intro: O!RUL8,2?	BTS	1	0	0	0	0	0	0	0	0	0	0	1	1
1	1	0.595	0.914	-3.764	0.166	0.0389	0.0	0.457	0.572	146.89	209752	4	N.O	BTS	1	0	0	0	0	0	0	0	0	0	0	0	0
2	2	0.801	0.797	-4.319	0.163	0.0405	2.39e-06	0.115	0.801	97.009	230885	4	We On	BTS	1	0	0	0	0	0	1	0	0	0	0	0	0
3	3	0.535	0.382	-18.76	0.645	0.852	0.0	0.311	0.609	86.969	148073	4	Skit: R U Happy Now?	BTS	1	0	0	0	0	1	0	0	0	0	0	0	1
4	4	0.744	0.725	-6.29	0.112	0.0434	0.0	0.296	0.729	95.981	247450	4	If I Ruled the World	BTS	1	0	0	0	0	0	0	0	0	0	0	1	1
5	5	0.656	0.798	-6.608	0.103	0.00862	0.0	0.321	0.573	92.031	260433	4	Coffee	BTS	1	0	0	0	1	0	0	0	0	0	0	0	1
6	6	0.751	0.903	-5.413	0.354	0.539	0.0	0.343	0.858	96.548	131192	4	BTS Cypher Pt.1	BTS	1	0	0	0	0	0	1	0	0	0	0	0	1
7	7	0.72	0.962	-2.555	0.268	0.2	0.0	0.165	0.667	118.025	246526	4	Attack on Bangtan	BTS	1	0	0	0	0	0	0	0	0	0	0	0	0
8	8	0.564	0.945	-3.11	0.243	0.0789	0.0	0.0873	0.871	105.018	205061	4	Paldogangsan	BTS	1	0	0	0	0	0	0	0	0	0	0	0	0
9	9	0.693	0.392	-6.615	0.0439	0.0508	0.0	0.144	0.472	131.863	86045	4	Outro: Luv in Skool	BTS	1	0	0	0	0	0	0	0	0	1	0	0	1
10	0	0.733	0.436	-10.489	0.08	0.258	0.000573	0.157	0.0976	96.985	202396	4	Lavender Haze	Taylor Swift	1	0	0	1	0	0	0	0	0	0	0	0	1
11	1	0.637	0.398	-8.294	0.0564	0.0573	1.03e-06	0.101	0.0374	108.075	218271	4	Maroon	Taylor Swift	1	0	0	0	0	0	0	0	0	0	0	1	1
12	2	0.637	0.643	-6.571	0.0519	0.13	1.8e-06	0.142	0.533	97.008	200690	4	Anti-Hero	Taylor Swift	1	0	0	0	0	0	0	1	0	0	0	0	1
13	3	0.663	0.319	-13.481	0.0375	0.69	0.000993	0.117	0.193	109.957	256124	4	Snow On The Beach (feat. Lana Del Rey)	Taylor Swift	1	1	0	0	0	0	0	0	0	0	0	0	1
14	4	0.696	0.396	-10.289	0.0656	0.401	5.2e-06	0.125	0.38	120.041	194207	4	You're On Your Own, Kid	Taylor Swift	1	0	0	0	0	0	1	0	0	0	0	0	1
15	5	0.643	0.363	-11.738	0.0767	0.69	5.17e-05	0.115	0.23	139.865	174783	4	Midnight Rain	Taylor Swift	1	0	0	0	1	0	0	0	0	0	0	0	1
16	6	0.751	0.502	-8.763	0.167	0.2	0.0	0.296	0.106	108.943	210557	4	Question...?	Taylor Swift	1	0	0	0	0	0	0	0	0	0	0	1	1
17	7	0.798	0.277	-11.096	0.39	0.173	5.25e-05	0.121	0.163	79.846	164801	4	Vigilante Shit	Taylor Swift	1	0	0	0	0	0	0	1	0	0	0	0	0
18	8	0.696	0.559	-9.19	0.0693	0.0618	5.58e-05	0.0887	0.433	163.999	194166	4	Bejeweled	Taylor Swift	1	0	0	0	0	0	0	0	0	0	0	1	1
19	9	0.406	0.306	-15.48	0.0517	0.785	0.488	0.122	0.122	110.014	247962	4	Labyrinth	Taylor Swift	1	0	0	0	1	0	0	0	0	0	0	0	1
20	10	0.642	0.62	-7.091	0.0666	0.0734	0.0	0.483	0.0969	90.02	204852	4	Karma	Taylor Swift	1	0	1	0	0	0	0	0	0	0	0	0	1
21	11	0.337	0.156	-14.919	0.0518	0.964	7.72e-05	0.115	0.39	176.655	188497	4	Sweet Nothing	Taylor Swift	1	0	0	0	1	0	0	0	0	0	0	0	1
22	12	0.662	0.357	-14.064	0.154	0.553	0.00129	0.0837	0.124	125.966	191039	4	Mastermind	Taylor Swift	1	0	0	0	0	0	0	1	0	0	0	0	1
23	0	0.789	0.634	-4.762	0.0323	0.0348	1.64e-06	0.302	0.658	116.992	212600	4	Welcome To New York	Taylor Swift	1	0	0	0	0	0	0	0	0	0	0	1	1
24	1	0.76	0.703	-5.412	0.054	0.103	0.0	0.0913	0.57	95.997	231827	4	Blank Space	Taylor Swift	1	0	0	0	0	0	0	0	0	1	0	0	1
25	2	0.588	0.791	-5.595	0.0402	0.00245	0.00258	0.118	0.487	94.933	231000	4	Style	Taylor Swift	1	0	0	0	0	0	0	0	0	0	0	1	1
26	3	0.553	0.841	-6.937	0.0396	0.000743	1.19e-05	0.341	0.338	92.008	235800	4	Out Of The Woods	Taylor Swift	1	0	0	0	0	0	0	0	0	0	0	1	1
27	4	0.605	0.725	-5.729	0.0323	0.00201	2.02e-05	0.101	0.539	96.97	193293	4	All You Had To Do Was Stay	Taylor Swift	1	0	0	0	0	0	0	0	0	1	0	0	1
28	5	0.647	0.8	-5.384	0.165	0.0647	0.0	0.334	0.942	160.078	219200	4	Shake It Off	Taylor Swift	1	0	0	0	0	0	0	0	0	0	0	1	1
29	6	0.653	0.893	-5.966	0.0538	0.0158	4.95e-05	0.102	0.513	118.035	207440	4	I Wish You Would	Taylor Swift	1	0	0	0	1	0	0	0	0	0	0	0	1
30	7	0.646	0.794	-6.104	0.19	0.0885	6.16e-06	0.201	0.287	170.216	211933	4	Bad Blood	Taylor Swift	1	0	0	0	0	0	0	0	0	0	0	1	1
31	8	0.55	0.688	-7.416	0.0897	0.0692	0.00144	0.106	0.465	139.997	220440	4	Wildest Dreams	Taylor Swift	1	0	1	0	0	0	0	0	0	0	0	0	1
32	9	0.765	0.656	-6.112	0.0504	0.00364	0.00868	0.0918	0.545	119.997	247533	4	How You Get The Girl	Taylor Swift	1	0	0	0	0	0	0	0	0	1	0	0	1
33	10	0.481	0.435	-8.795	0.0321	0.678	0.0	0.0928	0.107	143.95	250093	4	This Love	Taylor Swift	1	0	0	0	0	0	0	1	0	0	0	0	1
34	11	0.602	0.755	-4.991	0.071	0.245	0.0	0.178	0.495	159.965	195707	4	I Know Places	Taylor Swift	1	0	0	0	1	0	0	0	0	0	0	0	1
35	12	0.815	0.377	-7.754	0.0346	0.232	0.0	0.1	0.211	103.97	271000	4	Clean	Taylor Swift	1	0	0	0	0	0	0	1	0	0	0	0	1
36	13	0.422	0.692	-5.447	0.0549	0.0493	2.57e-05	0.177	0.197	184.014	245560	4	Wonderland	Taylor Swift	1	0	0	0	0	0	0	0	1	0	0	0	1
37	14	0.474	0.48	-8.894	0.0622	0.707	0.000108	0.0903	0.319	170.109	267107	4	You Are In Love	Taylor Swift	1	0	0	0	0	0	1	0	0	0	0	0	1
38	15	0.633	0.889	-5.87	0.0715	0.00463	0.000458	0.0658	0.584	121.956	230467	4	New Romantics	Taylor Swift	1	0	0	0	0	0	0	0	0	1	0	0	1
39	16	0.592	0.128	-17.932	0.589	0.829	0.0	0.527	0.15	78.828	216333	4	I Know Places - Voice Memo	Taylor Swift	1	1	0	0	0	0	0	0	0	0	0	0	0
40	17	0.781	0.357	-16.394	0.912	0.717	0.0	0.185	0.645	118.317	107133	4	I Wish You Would - Voice Memo	Taylor Swift	1	0	0	0	1	0	0	0	0	0	0	0	1
41	18	0.675	0.234	-15.064	0.721	0.801	0.0	0.657	0.578	127.296	131187	4	Blank Space - Voice Memo	Taylor Swift	1	0	0	0	0	0	0	0	0	1	0	0	0
42	0	0.729	0.475	-4.985	0.0364	0.378	0.0	0.12	0.371	62.52	212267	3	imagine	Ariana Grande	1	0	1	0	0	0	0	0	0	0	0	0	1
43	1	0.647	0.309	-7.948	0.0366	0.78	7.41e-06	0.202	0.195	87.045	171573	4	needy	Ariana Grande	1	0	0	0	0	0	0	0	0	0	0	1	0
44	2	0.747	0.458	-6.891	0.303	0.451	0.0	0.252	0.47	75.029	182000	4	NASA	Ariana Grande	1	0	0	0	0	0	0	0	0	0	1	0	1
45	3	0.758	0.665	-5.188	0.0774	0.0815	0.000157	0.216	0.643	151.976	216893	4	bloodline	Ariana Grande	1	0	0	0	0	0	1	0	0	0	0	0	0
46	4	0.45	0.619	-7.412	0.372	0.329	0.0	0.319	0.427	83.3	208880	4	fake smile	Ariana Grande	1	1	0	0	0	0	0	0	0	0	0	0	1
47	5	0.847	0.579	-5.314	0.0719	0.0268	0.0545	0.102	0.569	137.998	267107	4	bad idea	Ariana Grande	1	0	0	0	0	1	0	0	0	0	0	0	1
48	6	0.671	0.714	-5.373	0.21	0.0844	1.48e-06	0.0568	0.477	105.137	140693	3	make up	Ariana Grande	1	0	0	0	0	0	0	0	0	0	0	1	1
49	7	0.287	0.364	-8.295	0.0306	0.418	1.8e-05	0.185	0.11	103.777	271467	4	ghostin	Ariana Grande	1	1	0	0	0	0	0	0	0	0	0	0	1
50	8	0.662	0.6	-6.402	0.0703	0.173	0.000137	0.109	0.331	134.979	222947	4	in my head	Ariana Grande	1	0	0	0	1	0	0	0	0	0	0	0	1
51	9	0.778	0.317	-10.732	0.334	0.592	0.0	0.0881	0.327	140.048	178627	4	7 rings	Ariana Grande	1	0	0	0	0	1	0	0	0	0	0	0	0
52	10	0.717	0.653	-5.634	0.0658	0.229	0.0	0.101	0.412	106.966	207320	4	thank u, next	Ariana Grande	1	0	0	0	0	1	0	0	0	0	0	0	1
53	11	0.726	0.554	-5.29	0.0917	0.0421	0.0	0.106	0.335	169.999	190440	4	break up with your girlfriend, i'm bored	Ariana Grande	1	0	0	0	0	0	0	0	0	1	0	0	0
54	0	0.499	0.462	-5.308	0.0312	0.801	0.0	0.0946	0.599	127.698	157710	4	shut up	Ariana Grande	1	0	0	0	1	0	0	0	0	0	0	0	1
55	1	0.83	0.585	-6.476	0.094	0.237	0.0	0.248	0.485	109.978	173711	4	34+35	Ariana Grande	1	0	0	0	1	0	0	0	0	0	0	0	1
56	2	0.789	0.742	-5.664	0.0652	0.0681	0.0	0.166	0.661	116.965	167990	4	motive (with Doja Cat)	Ariana Grande	1	0	0	1	0	0	0	0	0	0	0	0	0
57	3	0.719	0.607	-5.156	0.165	0.08	0.0	0.125	0.464	128.006	149900	4	just like magic	Ariana Grande	1	0	1	0	0	0	0	0	0	0	0	0	1
58	4	0.411	0.522	-7.295	0.0981	0.519	0.0	0.398	0.382	88.332	239949	1	off the table (with The Weeknd)	Ariana Grande	1	0	0	0	1	0	0	0	0	0	0	0	1
59	5	0.739	0.516	-7.154	0.0539	0.67	0.0	0.151	0.434	120.109	183874	4	six thirty	Ariana Grande	1	0	0	0	1	0	0	0	0	0	0	0	1
60	6	0.552	0.599	-5.75	0.0404	0.0703	0.0	0.0986	0.0916	161.884	208457	4	safety net (feat. Ty Dolla $ign)	Ariana Grande	1	0	0	0	0	1	0	0	0	0	0	0	0
61	7	0.686	0.526	-6.842	0.0374	0.0815	7.75e-06	0.144	0.372	92.013	158436	4	my hair	Ariana Grande	1	0	0	0	1	0	0	0	0	0	0	0	1
62	8	0.772	0.506	-6.558	0.139	0.0814	1.1e-05	0.182	0.456	127.894	200733	4	nasty	Ariana Grande	1	0	0	0	0	0	0	0	0	0	1	0	0
63	9	0.688	0.455	-8.632	0.199	0.186	0.0	0.0794	0.557	87.865	132279	4	west side	Ariana Grande	1	0	0	0	0	0	0	0	0	0	0	0	0
64	10	0.688	0.573	-5.03	0.208	0.0686	0.0	0.0749	0.553	110.034	179861	4	love language	Ariana Grande	1	0	0	1	0	0	0	0	0	0	0	0	0
65	11	0.737	0.802	-4.771	0.0878	0.468	0.0	0.0931	0.682	144.015	172325	4	positions	Ariana Grande	1	0	0	0	1	0	0	0	0	0	0	0	1
66	12	0.624	0.672	-5.334	0.106	0.0967	0.0	0.155	0.26	159.852	146959	4	obvious	Ariana Grande	1	0	0	0	1	0	0	0	0	0	0	0	1
67	13	0.487	0.534	-5.664	0.0555	0.36	0.0	0.1	0.173	131.798	201882	4	pov	Ariana Grande	1	0	0	0	1	0	0	0	0	0	0	0	0
68	14	0.639	0.544	-9.5	0.0383	0.175	2.44e-05	0.14	0.179	118.158	76742	4	someone like u - interlude	Ariana Grande	1	0	0	0	0	0	0	0	0	1	0	0	0
69	15	0.698	0.708	-4.943	0.0454	0.0251	0.0	0.124	0.322	115.036	122174	4	test drive	Ariana Grande	1	1	0	0	0	0	0	0	0	0	0	0	0
70	16	0.659	0.662	-5.768	0.434	0.211	0.0	0.228	0.704	109.957	182438	4	34+35 Remix (feat. Doja Cat, Megan Thee Stallion) - Remix	Ariana Grande	1	0	0	0	0	0	0	0	0	1	0	0	1
71	17	0.726	0.667	-5.956	0.0617	0.37	0.0	0.118	0.434	100.053	124282	4	worst behavior	Ariana Grande	1	0	0	0	0	0	0	0	0	1	0	0	0
72	18	0.734	0.475	-7.77	0.0403	0.317	1.41e-06	0.113	0.217	134.119	129080	4	main thing	Ariana Grande	1	1	0	0	0	0	0	0	0	0	0	0	1
73	0	0.671	0.771	-4.821	0.0316	0.00492	7.28e-06	0.354	0.436	90.003	223546	4	Roar	Katy Perry	1	0	0	0	0	0	0	0	0	0	0	1	0
74	1	0.622	0.839	-4.788	0.0843	0.0222	0.0	0.0781	0.403	126.033	224216	4	Legendary Lovers	Katy Perry	1	0	0	0	0	0	0	1	0	0	0	0	0
75	2	0.719	0.674	-5.122	0.0681	0.0879	3.75e-06	0.112	0.843	125.992	215042	4	Birthday	Katy Perry	1	0	0	0	0	0	0	0	0	0	0	0	1
76	3	0.631	0.908	-4.842	0.0391	0.00144	0.0	0.23	0.821	128.009	222449	4	Walking On Air	Katy Perry	1	0	0	0	0	0	0	0	0	0	1	0	0
77	4	0.432	0.725	-4.862	0.0431	0.00273	0.0	0.208	0.353	128.902	228879	4	Unconditionally	Katy Perry	1	0	0	0	0	0	0	0	0	0	0	1	1
78	5	0.647	0.585	-6.123	0.0512	0.00314	0.0	0.165	0.353	131.934	215672	4	Dark Horse	Katy Perry	1	0	0	0	0	0	0	0	0	0	1	0	1
79	6	0.69	0.636	-6.028	0.0457	0.0203	0.0	0.147	0.799	96.002	204285	4	This Is How We Do	Katy Perry	1	1	0	0	0	0	0	0	0	0	0	0	0
80	7	0.514	0.817	-4.269	0.0482	0.0278	0.0	0.137	0.547	129.983	227821	4	International Smile	Katy Perry	1	0	0	0	0	0	0	1	0	0	0	0	0
81	8	0.55	0.624	-5.372	0.0406	0.0372	0.0	0.123	0.34	125.007	203362	4	Ghost	Katy Perry	1	0	0	0	0	0	1	0	0	0	0	0	1
82	9	0.578	0.623	-6.002	0.0429	0.384	0.0	0.108	0.424	142.9	232675	4	Love Me	Katy Perry	1	0	0	0	0	1	0	0	0	0	0	0	1
83	10	0.774	0.769	-3.798	0.093	0.118	0.0	0.0938	0.245	112.941	226598	4	This Moment	Katy Perry	1	0	0	0	0	0	0	0	0	0	0	1	1
84	11	0.625	0.645	-7.937	0.057	0.269	0.0	0.0645	0.422	96.047	231631	4	Double Rainbow	Katy Perry	1	0	0	0	1	0	0	0	0	0	0	0	1
85	12	0.546	0.367	-7.987	0.0265	0.688	0.0	0.11	0.221	81.481	268791	4	By The Grace Of God	Katy Perry	1	0	0	1	0	0	0	0	0	0	0	0	1
86	0	0.719	0.798	-4.582	0.0361	0.0162	2.34e-06	0.134	0.591	120.011	227741	4	Teenage Dream	Katy Perry	1	0	0	1	0	0	0	0	0	0	0	0	1
87	1	0.652	0.812	-3.797	0.0409	0.00125	3.01e-05	0.667	0.72	126.023	230733	4	Last Friday Night (T.G.I.F.)	Katy Perry	1	0	0	0	0	0	0	0	1	0	0	0	0
88	2	0.788	0.753	-3.71	0.0536	0.0038	0.0	0.18	0.403	125.005	234653	4	California Gurls	Katy Perry	1	0	0	0	1	0	0	0	0	0	0	0	1
89	3	0.638	0.832	-5.039	0.049	0.141	0.0	0.113	0.648	124.071	227893	4	Firework	Katy Perry	1	0	1	0	0	0	0	0	0	0	0	0	1
90	4	0.816	0.751	-3.132	0.0421	0.0502	0.0	0.166	0.945	139.981	231933	4	Peacock	Katy Perry	1	0	0	0	1	0	0	0	0	0	0	0	1
91	5	0.696	0.784	-3.932	0.0788	0.00591	0.0	0.0834	0.753	134.942	272881	4	Circle The Drain	Katy Perry	1	0	0	0	0	1	0	0	0	0	0	0	1
92	6	0.691	0.795	-4.021	0.0355	0.000812	1.02e-06	0.156	0.876	133.971	227333	4	The One That Got Away	Katy Perry	1	0	0	0	0	1	0	0	0	0	0	0	0
93	7	0.602	0.863	-5.423	0.0773	0.0178	0.0	0.389	0.732	150.183	206373	4	E.T.	Katy Perry	1	0	0	0	0	0	0	0	0	1	0	0	0
94	8	0.721	0.644	-6.395	0.0401	0.0372	0.0	0.128	0.516	120.011	248533	4	Who Am I Living For?	Katy Perry	1	0	0	0	0	0	0	0	0	0	0	1	1
95	9	0.557	0.584	-6.275	0.0375	0.103	0.0	0.311	0.22	116.098	247627	4	Pearl	Katy Perry	1	0	0	0	1	0	0	0	0	0	0	0	1
96	10	0.595	0.899	-2.935	0.107	0.00245	0.0	0.0957	0.594	121.99	212280	4	Hummingbird Heartbeat	Katy Perry	1	0	0	0	0	0	0	0	0	0	1	0	1
97	11	0.403	0.48	-7.79	0.0975	0.869	2.72e-06	0.111	0.253	182.756	241333	4	Not Like The Movies	Katy Perry	1	0	1	0	0	0	0	0	0	0	0	0	1
98	12	0.645	0.606	-7.157	0.0301	0.00796	0.0	0.0751	0.369	126.008	263178	4	If We Ever Meet Again	Katy Perry	1	0	1	0	0	0	0	0	0	0	0	0	1
99	13	0.605	0.795	-6.086	0.0712	0.00153	0.0	0.207	0.263	139.896	203093	4	Starstrukk	Katy Perry	1	0	0	0	0	0	0	0	0	0	0	0	0
100	14	0.726	0.63	-8.249	0.0504	0.00526	0.000354	0.0679	0.763	131.966	251400	4	California Gurls - Passion Pit Main Mix	Katy Perry	1	0	0	0	0	0	0	0	0	0	0	1	1
101	15	0.797	0.961	-5.043	0.212	0.0698	0.00482	0.329	0.352	128.901	348533	4	California Gurls - Armand Van Helden Remix	Katy Perry	1	0	0	1	0	0	0	0	0	0	0	0	1
102	16	0.554	0.613	-5.987	0.0982	0.000195	7.15e-06	0.19	0.572	125.983	387973	4	Teenage Dream - Kaskade Club Remix	Katy Perry	1	0	0	0	0	0	0	0	0	0	0	1	0
103	0	0.73	0.851	-4.085	0.101	0.243	0.000143	0.117	0.578	97.0	343413	4	This Place Hotel (a.k.a. Heartbreak Hotel)	Michael Jackson	1	0	0	0	0	0	0	1	0	0	0	0	0
104	1	0.764	0.887	-3.726	0.0744	0.0816	0.00011	0.847	0.72	118.427	358053	4	Thriller	Michael Jackson	1	0	0	0	0	0	0	0	0	0	0	0	1
105	2	0.806	0.816	-2.767	0.0764	0.0146	0.00933	0.0623	0.519	108.98	253373	4	Blood on the Dance Floor	Michael Jackson	1	0	0	0	0	1	0	0	0	0	0	0	1
106	3	0.767	0.712	-4.128	0.0324	0.0409	8.08e-05	0.132	0.804	124.092	237760	4	Somebody's Watching Me - Single Version	Michael Jackson	1	0	0	0	0	1	0	0	0	0	0	0	0
107	4	0.735	0.801	-4.525	0.0437	0.178	0.000408	0.324	0.331	131.425	280947	4	Dirty Diana - 2012 Remaster	Michael Jackson	1	0	0	0	0	0	0	0	1	0	0	0	1
108	5	0.754	0.836	-4.703	0.0425	0.0179	2.53e-06	0.35	0.965	131.13	293120	4	Torture	Michael Jackson	1	0	1	0	0	0	0	0	0	0	0	0	1
109	6	0.844	0.964	-3.262	0.137	0.332	0.00331	0.0743	0.655	123.574	279427	4	Leave Me Alone - 2012 Remaster	Michael Jackson	1	0	0	0	0	0	0	1	0	0	0	0	1
110	7	0.782	0.966	-3.894	0.115	0.0991	1.1e-05	0.251	0.542	106.529	277960	4	Scream	Michael Jackson	1	0	0	0	1	0	0	0	0	0	0	0	1
111	8	0.943	0.68	-4.931	0.125	0.0289	4.17e-05	0.114	0.578	112.946	418627	4	Dangerous	Michael Jackson	1	0	0	1	0	0	0	0	0	0	0	0	1
112	9	0.785	0.825	-2.187	0.146	0.0373	0.0413	0.0789	0.825	94.064	385867	4	Unbreakable	Michael Jackson	1	0	0	0	0	1	0	0	0	0	0	0	1
113	10	0.77	0.816	-4.118	0.0443	0.0507	1.6e-05	0.281	0.433	110.009	245587	4	Xscape	Michael Jackson	1	0	0	0	0	0	1	0	0	0	0	0	1
114	11	0.843	0.738	-4.196	0.239	0.216	0.0	0.362	0.41	97.02	259120	4	Threatened	Michael Jackson	1	0	0	0	0	1	0	0	0	0	0	0	1
115	12	0.819	0.928	-4.155	0.139	0.0393	2.76e-05	0.618	0.769	103.225	313200	4	Ghosts	Michael Jackson	1	0	0	0	0	0	0	1	0	0	0	0	0
116	13	0.743	0.924	-3.041	0.119	0.261	0.0	0.394	0.548	110.042	218573	4	Blood On The Dance Floor X Dangerous (The White Panda Mash-Up)	Michael Jackson	1	0	0	0	0	0	0	1	0	0	0	0	0
117	0	0.634	0.87	-5.277	0.0362	0.083	0.0	0.18	0.514	116.967	235400	4	Love Never Felt So Good	Michael Jackson	1	0	0	0	0	0	0	0	0	1	0	0	1
118	1	0.608	0.756	-2.675	0.176	0.0784	0.0	0.187	0.55	176.086	245507	4	Chicago	Michael Jackson	1	0	0	0	0	0	0	0	0	0	0	1	0
119	2	0.711	0.744	-4.007	0.068	0.0997	1.91e-05	0.147	0.676	94.523	195480	4	Loving You	Michael Jackson	1	0	0	0	0	0	0	0	0	0	0	1	0
120	3	0.538	0.698	-4.282	0.305	0.0103	3.45e-06	0.134	0.424	118.752	335147	4	A Place With No Name	Michael Jackson	1	0	0	0	0	0	0	0	0	0	0	0	0
121	4	0.739	0.96	-2.293	0.0581	0.146	3.68e-05	0.38	0.722	125.02	255987	4	Slave to the Rhythm	Michael Jackson	1	0	0	0	0	1	0	0	0	0	0	0	1
122	5	0.648	0.814	-2.968	0.0487	0.0582	0.0	0.0799	0.354	99.989	276387	4	Do You Know Where Your Children Are	Michael Jackson	1	0	0	0	0	0	0	0	0	0	0	1	1
123	6	0.624	0.701	-4.122	0.0527	0.177	0.0	0.0506	0.327	124.047	254533	4	Blue Gangsta	Michael Jackson	1	0	0	0	0	0	0	0	0	0	1	0	0
124	7	0.773	0.83	-3.735	0.0421	0.0496	2.79e-05	0.246	0.412	110.01	245253	4	Xscape	Michael Jackson	1	0	0	0	0	0	1	0	0	0	0	0	1
125	8	0.608	0.427	-9.233	0.032	0.828	2.96e-06	0.078	0.58	120.435	199947	4	Love Never Felt So Good (Original Version)	Michael Jackson	1	0	0	0	0	0	0	0	0	0	0	1	0
126	9	0.6	0.857	-4.19	0.0284	0.12	0.00849	0.115	0.827	164.058	283440	4	Chicago (Original Version)	Michael Jackson	1	0	0	0	0	0	1	0	0	0	0	0	0
127	10	0.69	0.65	-6.767	0.0448	0.327	0.000492	0.178	0.635	94.899	182453	4	Loving You (Original Version)	Michael Jackson	1	0	0	0	0	0	0	0	0	0	0	0	1
128	11	0.876	0.804	-3.727	0.061	0.176	0.0	0.0852	0.888	118.752	296027	4	A Place With No Name (Original Version)	Michael Jackson	1	0	0	0	0	0	0	1	0	0	0	0	0
129	12	0.963	0.899	-4.353	0.0822	0.0353	0.000647	0.0758	0.92	120.937	275600	4	Slave to the Rhythm (Original Version)	Michael Jackson	1	0	1	0	0	0	0	0	0	0	0	0	0
130	13	0.744	0.831	-3.583	0.138	0.288	4.49e-06	0.193	0.855	97.094	279253	4	Do You Know Where Your Children Are (Original Version)	Michael Jackson	1	0	0	0	0	0	0	0	0	0	0	1	1
131	14	0.898	0.47	-4.132	0.188	0.0607	4.7e-06	0.316	0.717	124.059	256973	4	Blue Gangsta (Original Version)	Michael Jackson	1	0	0	0	0	0	1	0	0	0	0	0	1
132	15	0.79	0.93	-2.49	0.0752	0.0633	0.00391	0.315	0.625	104.015	344320	4	Xscape (Original Version)	Michael Jackson	1	0	0	0	0	0	0	0	0	0	0	1	1
133	16	0.775	0.719	-6.212	0.0435	0.132	1.79e-06	0.0662	0.712	117.513	246027	4	Love Never Felt So Good	Michael Jackson	1	0	0	0	0	0	0	0	0	0	0	1	0
134	0	0.402	0.617	-9.863	0.0655	0.0275	1.98e-05	0.0768	0.753	73.749	253467	4	Ain't No Sunshine	Michael Jackson	1	0	0	0	0	0	0	0	0	1	0	0	0
135	1	0.596	0.847	-8.608	0.0599	0.474	0.00435	0.136	0.707	103.736	182787	4	I Wanna Be Where You Are	Michael Jackson	1	0	0	0	0	0	0	1	0	0	0	0	0
136	2	0.48	0.594	-8.612	0.0264	0.238	0.0	0.0569	0.79	176.373	231013	4	Girl Don't Take Your Love From Me	Michael Jackson	1	0	0	0	0	0	1	0	0	0	0	0	0
137	3	0.466	0.483	-8.595	0.0247	0.507	0.0	0.122	0.603	89.094	221933	4	In Our Small Way	Michael Jackson	1	0	0	0	0	0	0	1	0	0	0	0	1
138	4	0.341	0.585	-9.461	0.0385	0.0975	0.000103	0.0492	0.72	170.797	204907	4	Got To Be There	Michael Jackson	1	0	0	0	0	1	0	0	0	0	0	0	1
139	5	0.623	0.718	-8.221	0.095	0.241	9.63e-05	0.32	0.968	172.991	154840	4	Rockin' Robin	Michael Jackson	1	0	0	1	0	0	0	0	0	0	0	0	1
140	6	0.304	0.488	-11.069	0.0317	0.303	0.0377	0.0809	0.579	78.817	205027	4	Wings Of My Love	Michael Jackson	1	0	0	0	1	0	0	0	0	0	0	0	1
141	7	0.415	0.632	-8.892	0.0989	0.0351	1.33e-05	0.115	0.498	159.76	222880	4	Maria (You Were The Only One)	Michael Jackson	1	0	1	0	0	0	0	0	0	0	0	0	1
142	8	0.643	0.75	-8.942	0.0527	0.0531	0.0682	0.135	0.845	122.895	174080	4	Love Is Here And Now You're Gone	Michael Jackson	1	0	0	0	1	0	0	0	0	0	0	0	1
143	9	0.545	0.633	-9.032	0.0348	0.471	1e-06	0.0818	0.801	168.831	298960	4	You've Got A Friend	Michael Jackson	1	0	0	0	1	0	0	0	0	0	0	0	1
144	10	0.465	0.157	-10.776	0.0292	0.917	0.000672	0.0965	0.275	136.356	167387	4	Ben - Single Version	Michael Jackson	1	0	0	0	0	0	0	0	0	1	0	0	1
145	11	0.479	0.745	-6.836	0.0614	0.436	0.00163	0.055	0.747	154.83	169573	4	Greatest Show On Earth	Michael Jackson	1	0	0	1	0	0	0	0	0	0	0	0	1
146	12	0.624	0.312	-11.297	0.0283	0.662	0.00149	0.094	0.648	91.239	200533	4	People Make The World Go 'Round	Michael Jackson	1	1	0	0	0	0	0	0	0	0	0	0	0
147	13	0.704	0.412	-12.628	0.0361	0.594	0.000134	0.0938	0.746	88.342	185627	4	We've Got A Good Thing Going	Michael Jackson	1	0	0	0	1	0	0	0	0	0	0	0	1
148	14	0.559	0.623	-6.908	0.0376	0.428	0.000132	0.462	0.848	146.384	181520	4	Everybody's Somebody's Fool	Michael Jackson	1	0	0	0	0	0	1	0	0	0	0	0	1
149	15	0.737	0.557	-8.344	0.0303	0.288	0.000396	0.0688	0.817	105.577	193120	4	My Girl	Michael Jackson	1	0	1	0	0	0	0	0	0	0	0	0	1
150	16	0.556	0.755	-10.212	0.0462	0.448	3.11e-06	0.056	0.751	101.553	211920	4	What Goes Around Comes Around	Michael Jackson	1	0	0	0	0	0	0	0	0	0	0	0	0
151	17	0.472	0.444	-9.874	0.0263	0.591	0.0	0.184	0.654	89.273	225053	4	In Our Small Way - With Countdown	Michael Jackson	1	0	0	0	0	0	0	1	0	0	0	0	1
